date, pm25, pm10, o3, no2, so2, co
2022/12/2, 290, 401, 38, 45, 13, 10
2022/12/3, 367, 254, 25, 34, 2, 9
2022/12/4, 333, 222, 24, 28, 4, 10
2022/12/5, 264, 217, 27, 24, 3, 8
2022/12/6, 296, 165, 25, 20, 4, 7
2022/12/7, 213, 169, 25, 25, 5, 10
2022/12/8, 214, 247, 23, 29, 2, 11
2022/12/9, 253, 296, 17, 34, 3, 12
2022/12/10, 309, 131, 12, 20, 3, 9
2022/12/11, 163, 171, 14, 20, 3, 5
2022/12/12, 172, 107, 28, 12, 3, 2
2022/12/13, 163, 190, 26, 19, 5, 5
2022/12/14, 161, 164, 31, 22, 5, 5
2022/12/15, 183, 210, 31, 26, 5, 9
2022/12/16, 209, 238, 32, 25, 6, 9
2022/12/17, 248, 271, 35, 28, 2, 10
2022/12/18, 317, 228, 25, 28, 1, 11
2022/12/19, 349, 192, 22, 24, 4, 8
2022/12/20, 292, 186, 21, 19, 2, 7
2022/12/21, 294, 145, 13, 16, 3, 8
2022/12/22, 245, 162, 17, 21, 3, 8
2022/12/23, 268, 195, 19, 15, 3, 7
2022/12/24, 253, 187, 18, 11, 3, 6
2022/12/25, 242, 236, 7, 16, 4, 11
2022/12/26, 253, 214, 17, 20, 3, 10
2022/12/27, 249, 262, 28, 20, 4, 7
2022/12/28, 243, 339, 30, 31, 5, 11
2022/12/29, 265, 455, 30, 34, 4, 12
2022/12/30, 355, 209, 19, 13, 3, 6
2022/12/31, 244, 166, 26, 17, 2, 7
2023/1/1, 210, 355, 19, 18, 3, 10
2022/7/1, 107, 73, 23, 15, 3, 11
2022/7/2, 106, 65, 25, 15, 5, 11
2022/7/3, 81, 93, 22, 18, 5, 13
2022/7/4, 147, 93, 35, 17, 4, 13
2022/7/5, 142, 82, 23, 9, 5, 10
2022/7/6, 127, 77, 37, 10, 5, 9
2022/7/7, 88, 73, 37, 13, 6, 10
2022/7/8, 90, 87, 21, 14, 6, 11
2022/7/9, 109, 55, 46, , 5, 8
2022/7/10, 78, 65, 39, 16, 5, 11
2022/7/11, 119, 66, 30, 18, 4, 11
2022/7/12, 111, 77, 33, 17, 3, 9
2022/7/13, 97, 76, 26, 17, 5, 8
2022/7/14, 80, 76, 35, 13, 6, 8
2022/7/15, 69, 51, 23, 13, 6, 9
2022/7/16, 78, 48, 84, 8, 7, 9
2022/7/17, 88, 77, 53, 9, 5, 8
2022/7/18, 117, 87, 38, 19, 6, 14
2022/7/19, 119, 58, 8, 11, 5, 8
2022/7/20, 90, 74, 27, 11, 6, 11
2022/7/21, 96, 100, 24, 19, 5, 14
2022/7/22, 149, 67, 26, 12, 5, 9
2022/7/23, 103, 57, 23, 8, 5, 10
2022/7/24, 79, 54, 32, 7, 4, 10
2022/7/25, 81, 62, 28, 8, 6, 9
2022/7/26, 80, 68, 31, 9, 5, 9
2022/7/27, 86, 48, 20, 7, 6, 8
2022/7/28, 56, 49, 51, 6, 5, 9
2022/7/29, 58, 60, 14, 6, 6, 9
2022/7/30, 59, 52, 22, 6, 6, 9
2022/7/31, 63, 88, 41, 7, 6, 9
2022/8/1, 65, 108, 39, 8, 7, 9
2022/8/2, 93, 132, 25, 9, 6, 10
2022/8/3, 121, 88, 51, 7, 7, 11
2022/8/4, 136, 61, 49, 5, 7, 9
2022/8/5, 90, 115, , 7, 6, 12
2022/8/6, 140, 95, 29, 14, 7, 13
2022/8/7, 125, 91, 26, 13, 7, 12
2022/8/8, 131, 108, 19, 10, 6, 11
2022/8/9, 117, 91, 85, 9, 6, 10
2022/8/10, 92, 69, 46, 5, 6, 9
2022/8/11, 48, 64, 9, 8, 7, 9
2022/8/12, 66, 63, 15, 7, 8, 9
2022/8/13, 71, 66, , 8, 6, 10
2022/8/14, 82, 38, , 3, 5, 9
2022/8/15, 46, 44, 6, 4, 8, 8
2022/8/16, 45, 44, 9, 5, 7, 9
2022/8/17, 42, 76, 9, 7, 7, 9
2022/8/18, 65, 63, 14, 3, 6, 9
2022/8/19, 62, 78, 8, 6, 7, 9
2022/8/20, 93, 87, 7, 5, , 9
2022/8/21, 126, 81, 18, 6, 7, 10
2022/8/22, 113, 72, 15, 6, 5, 8
2022/8/23, 73, 63, 11, 10, 3, 10
2022/8/24, 74, 86, 28, 10, 5, 10
2022/8/25, 97, 90, 15, 5, 5, 10
2022/8/26, 98, 88, 16, 5, 6, 9
2022/8/27, 93, 111, 17, 6, 6, 9
2022/8/28, 103, 114, 18, 8, 7, 10
2022/8/29, 119, 98, 16, 11, 7, 10
2022/8/30, 124, 108, 10, 5, 7, 10
2022/8/31, 106, 102, 23, 6, 7, 10
2022/9/1, 103, 107, 12, 9, 8, 9
2022/9/2, 103, 118, 16, 7, 15, 9
2022/9/3, 97, 98, 16, 7, 10, 9
2022/9/4, 85, 92, 6, 6, 7, 9
2022/9/5, 82, 113, 2, 8, 8, 9
2022/9/6, 107, 113, 16, 7, 12, 9
2022/9/7, 125, 125, 21, 10, 10, 8
2022/9/8, 151, 101, 27, 10, 7, 10
2022/9/9, 149, 86, 18, 10, 8, 10
2022/9/10, 137, 70, 28, 8, 6, 11
2022/9/11, 95, 75, 19, 8, 18, 10
2022/9/12, 79, 65, 11, 8, 12, 9
2022/9/13, 67, 62, 12, 5, 7, 8
2022/9/14, 56, 44, 5, 4, 9, 9
2022/9/15, 45, 22, 2, 5, 9, 9
2022/9/16, 44, 78, 6, 7, 10, 10
2022/9/17, 101, 105, 13, 9, 8, 9
2022/9/18, 123, 184, 2, 9, 7, 13
2022/9/19, 162, 121, 9, 10, 8, 11
2022/9/20, 135, 71, 7, 11, 8, 12
2022/9/21, 114, 39, 2, 6, 8, 10
2022/9/22, 71, 26, 2, 8, 8, 11
2022/9/23, 75, 29, 4, 8, 11, 10
2022/9/24, 81, 29, 9, 5, 3, 9
2022/9/25, 55, 84, 9, 5, 6, 12
2022/9/26, 131, 100, 14, 8, 7, 10
2022/9/27, 125, 112, 20, 9, 7, 10
2022/9/28, 130, 143, 23, 9, 9, 11
2022/9/29, 163, 143, 23, 12, 9, 12
2022/9/30, 170, 194, 33, 13, 8, 12
2022/4/1, 186, 282, 64, 41, 15, 15
2022/4/2, 187, 305, 52, 31, 8, 11
2022/4/3, 183, 294, 60, 24, 16, 11
2022/4/4, 203, 273, 51, 27, 23, 11
2022/4/5, 213, 382, 38, 27, 23, 14
2022/4/6, 236, 413, 54, 25, 22, 13
2022/4/7, 246, 345, 63, 22, 26, 12
2022/4/8, 211, 371, 61, 22, 25, 14
2022/4/9, 238, 303, 62, 16, 16, 9
2022/4/10, 176, 333, 65, 20, 24, 12
2022/4/11, 223, 323, 41, 23, 16, 13
2022/4/12, 198, 422, 34, 21, 11, 10
2022/4/13, 185, 365, 65, 9, 11, 6
2022/4/14, 164, 178, 73, 16, 10, 9
2022/4/15, 156, 403, 86, 19, 8, 12
2022/4/16, 197, 331, 92, 21, 10, 11
2022/4/17, 194, 442, 71, 24, 14, 15
2022/4/18, 231, 460, 27, 12, 8, 8
2022/4/19, 175, 346, 29, 10, 14, 7
2022/4/20, 186, 423, 16, 11, , 8
2022/4/21, 214, 207, 55, 13, 9, 6
2022/4/22, 146, 349, 68, 17, 16, 7
2022/4/23, 232, 396, 70, 14, 19, 9
2022/4/24, 256, 364, 63, 10, 16, 8
2022/4/25, 232, 250, 61, 15, 11, 7
2022/4/26, 174, 463, 73, 20, 22, 11
2022/4/27, 297, 396, 80, 19, 13, 10
2022/4/28, 275, 482, 52, 19, 20, 10
2022/4/29, 301, 401, 52, 22, 20, 12
2022/4/30, 247, 323, 64, 19, 8, 12
2022/5/1, 192, 170, 67, 15, 7, 10
2022/5/2, 158, 280, 73, 14, 9, 12
2022/5/3, 170, 187, 63, 18, 7, 11
2022/5/4, 152, 164, 84, 23, 9, 10
2022/5/5, 153, 305, 63, 27, 9, 12
2022/5/6, 196, 269, 88, 31, 12, 15
2022/5/7, 177, 160, 85, 19, 7, 12
2022/5/8, 164, 115, 71, 16, 8, 10
2022/5/9, 154, 115, 75, 17, 7, 10
2022/5/10, 150, 114, 85, 15, 8, 10
2022/5/11, 145, 129, 83, 19, 7, 12
2022/5/12, 149, 153, 74, 11, 9, 8
2022/5/13, 145, 466, 72, 27, 16, 
2022/5/14, 237, 382, 35, 30, 15, 12
2022/5/15, 195, 412, 35, 16, 8, 7
2022/5/16, 168, 175, 58, 16, 7, 10
2022/5/17, 138, 216, 71, 21, 10, 11
2022/5/18, 157, 228, 57, 23, 12, 10
2022/5/19, 166, 310, 46, 19, 10, 8
2022/5/20, 169, 228, 39, 14, 8, 7
2022/5/21, 158, 131, 92, 18, 10, 9
2022/5/22, 163, 93, 35, 12, 7, 7
2022/5/23, 93, 65, 74, 15, 6, 10
2022/5/24, 105, 107, 84, 17, 6, 11
2022/5/25, 164, 164, 89, 21, 11, 11
2022/5/26, 183, 175, 45, 23, 7, 10
2022/5/27, 164, 298, 31, 15, 8, 10
2022/5/28, 158, 163, 44, 14, 9, 8
2022/5/29, 160, 131, 37, 26, 6, 7
2022/5/30, 145, 283, 74, 27, 6, 13
2022/5/31, 172, 272, 50, 23, 9, 11
2022/6/1, 186, 210, 37, 20, 16, 11
2022/6/2, 169, 285, 49, 24, 14, 11
2022/6/3, 176, 353, 52, 27, 13, 12
2022/6/4, 180, 256, 32, 19, 9, 10
2022/6/5, 154, 208, 49, 27, 9, 12
2022/6/6, 137, 432, 32, 25, 8, 11
2022/6/7, 181, 374, 28, 16, 12, 7
2022/6/8, 171, 238, 29, 18, 10, 8
2022/6/9, 160, 411, 22, 18, 12, 10
2022/6/10, 174, 306, 24, 16, 9, 8
2022/6/11, 163, 275, 30, 15, 13, 10
2022/6/12, 175, 200, 28, 13, 6, 8
2022/6/13, 129, 183, 22, 10, 7, 8
2022/6/14, 130, 119, 23, 13, 6, 6
2022/6/15, 97, 110, 40, 11, 6, 8
2022/6/16, 85, 66, 24, 13, 6, 8
2022/6/17, 70, 48, 34, 11, 5, 9
2022/6/18, 77, 88, 26, 11, 5, 8
2022/6/19, 94, 126, 38, 16, 5, 10
2022/6/20, 155, 115, 42, 19, 5, 10
2022/6/21, 114, 113, 56, 14, 5, 9
2022/6/22, 124, 160, 42, 11, 6, 8
2022/6/23, 159, 188, 47, 17, 8, 9
2022/6/24, 177, 250, 77, 25, 11, 13
2022/6/25, 181, 167, 54, 15, 5, 10
2022/6/26, 148, 88, 55, 10, 5, 11
2022/6/27, 136, 105, 46, 13, 6, 12
2022/6/28, 150, 125, 52, 11, 6, 10
2022/6/29, 135, 48, 10, 14, 5, 11
2022/6/30, 91, 54, 20, 16, 5, 12
2022/1/3, 319, 287, 19, 28, 7, 18
2022/1/4, 301, 323, 16, 32, 8, 22
2022/1/5, 371, 104, 28, 21, 5, 14
2022/1/6, 201, 81, 33, 16, 5, 11
2022/1/7, 165, 49, 41, 12, 5, 8
2022/1/8, 138, 38, 40, 5, 7, 7
2022/1/9, 107, 85, 51, 13, 7, 11
2022/1/10, 181, 83, 57, 12, 7, 12
2022/1/11, 180, 118, 62, 17, 7, 13
2022/1/12, 200, 147, 65, 18, 8, 15
2022/1/13, 246, 158, 43, 18, 8, 14
2022/1/14, 252, 110, 41, 9, 5, 10
2022/1/15, 205, 93, 14, 7, 6, 9
2022/1/16, 183, 151, 24, 16, 6, 13
2022/1/17, 243, , , , , 
2022/1/20, 383, 225, 15, 24, 7, 19
2022/1/21, 294, 106, 9, 19, 3, 12
2022/1/22, 211, 82, 14, 13, 6, 10
2022/1/23, 178, 103, 10, 17, 5, 12
2022/1/24, 179, 119, 11, 14, 2, 12
2022/1/25, 188, 114, 19, 14, 3, 12
2022/1/26, 192, 133, 27, 21, 5, 12
2022/1/27, 190, 189, 38, 22, 6, 12
2022/1/28, 196, 148, 37, 23, 3, 11
2022/1/29, 198, 152, 39, 23, 5, 12
2022/1/30, 220, 306, 29, 33, 5, 19
2022/1/31, 335, 164, 25, 19, 2, 15
2022/2/1, 284, 149, 37, 19, 3, 12
2022/2/2, 228, 122, 16, 16, 4, 12
2022/2/3, 216, 61, 22, 12, 4, 10
2022/2/4, 126, 154, 19, 18, 6, 17
2022/2/5, 220, 322, 31, 26, 2, 21
2022/2/6, 281, 186, 34, 25, 6, 13
2022/2/7, 198, 280, 39, 25, 4, 16
2022/2/8, 236, 129, 26, 16, 4, 18
2022/2/9, 171, 111, 31, 15, 6, 18
2022/2/10, 165, 136, 40, 20, 7, 17
2022/2/11, 173, 183, 37, 23, 7, 12
2022/2/12, 177, 237, 42, 29, 4, 17
2022/2/13, 206, 246, 32, 29, 6, 25
2022/2/14, 204, 197, 33, 28, 6, 17
2022/2/15, 179, 275, 36, 27, 7, 19
2022/2/16, 239, 145, 37, 25, 2, 21
2022/2/17, 190, 197, 25, 23, 7, 12
2022/2/18, 206, 158, 36, 23, 5, 8
2022/2/19, 175, 131, 36, 19, 2, 8
2022/2/20, 172, 243, 33, 28, 4, 12
2022/2/21, 179, 256, 35, 30, 7, 9
2022/2/22, 181, 143, 35, 25, 5, 10
2022/2/23, 194, 224, 36, 27, 6, 12
2022/2/24, 255, 183, 39, 29, 5, 9
2022/2/25, 204, 56, 28, 18, 4, 5
2022/2/26, 76, 70, 31, 19, 5, 7
2022/2/27, 125, 86, 35, 19, 8, 8
2022/2/28, 130, 126, 48, 25, 6, 10
2022/3/1, 181, 190, 47, 27, 6, 11
2022/3/2, 211, 137, 51, 25, 3, 9
2022/3/3, 171, 109, 32, 14, 6, 7
2022/3/4, 160, 102, 37, 17, 6, 8
2022/3/5, 151, 140, 46, 24, 7, 11
2022/3/6, 179, 279, 62, 34, 7, 14
2022/3/7, 209, 302, 32, 28, 8, 11
2022/3/8, 240, 191, 6, 24, 12, 9
2022/3/9, 163, 135, 19, 19, 11, 9
2022/3/10, 156, 164, 30, 20, 7, 9
2022/3/11, 179, 179, 35, 23, 10, 9
2022/3/12, 186, 173, 39, 24, 13, 10
2022/3/13, 187, 218, 52, 27, 15, 11
2022/3/14, 203, 235, 48, 23, 11, 12
2022/3/15, 209, 197, 43, 19, 6, 11
2022/3/16, 183, 181, 73, 24, 10, 12
2022/3/17, 193, 140, 56, 18, 6, 12
2022/3/18, 199, 142, 68, 24, 6, 13
2022/3/19, 176, 186, 51, 26, 7, 11
2022/3/20, 166, 276, 49, 21, 13, 13
2022/3/21, 249, 208, 42, 14, 9, 9
2022/3/22, 184, 289, 48, 24, 15, 14
2022/3/23, 212, 373, 37, 25, 4, 14
2022/3/24, 192, 189, 41, 18, 7, 10
2022/3/25, 187, 250, 40, 18, 12, 10
2022/3/26, 184, 238, 30, 25, 21, 14
2022/3/27, 225, 373, 45, 33, 10, 14
2022/3/28, 196, 379, 37, 26, 15, 15
2022/3/29, 229, 423, 49, 30, 17, 15
2022/3/30, 228, 446, 62, 29, 10, 19
2022/3/31, 235, 263, 46, 18, 15, 9
2021/10/1, 138, 102, 13, 11, 10, 6
2021/10/2, 137, 89, 10, 11, 10, 5
2021/10/3, 103, 101, 9, 12, 11, 5
2021/10/4, 82, 93, 20, 12, 11, 5
2021/10/5, 103, 85, 11, 8, 11, 5
2021/10/6, 124, 117, 19, 12, 11, 6
2021/10/7, 157, 153, 19, 15, 11, 7
2021/10/8, 160, 169, 23, 18, 12, 8
2021/10/9, 151, 184, 19, 17, 12, 10
2021/10/10, 150, 195, 18, 19, 12, 9
2021/10/11, 152, 247, 21, 18, 12, 8
2021/10/12, 156, 288, 30, 15, 13, 8
2021/10/13, 169, 258, 30, 22, 15, 8
2021/10/14, 170, 187, 32, 29, 15, 10
2021/10/15, 183, 276, 40, 29, 15, 11
2021/10/16, 223, 44, 8, 13, 12, 5
2021/10/17, 71, 26, 9, 14, 12, 4
2021/10/18, 47, 84, 20, 16, 13, 6
2021/10/19, 131, 191, 32, 27, 14, 10
2021/10/20, 186, 238, 25, 26, 14, 6
2021/10/21, 161, 202, 18, 25, 12, 9
2021/10/22, 138, 134, 25, 26, 6, 7
2021/10/23, 134, 92, 32, 19, 3, 5
2021/10/24, 140, 58, 31, 14, 3, 3
2021/10/25, 112, 116, 34, 18, 3, 4
2021/10/26, 164, 193, 36, 25, 5, 7
2021/10/27, 192, 225, 35, 26, 5, 8
2021/10/28, 221, 190, 42, 28, 7, 7
2021/10/29, 221, 208, 38, 27, 7, 7
2021/10/30, 213, 251, 41, 24, 9, 10
2021/10/31, 211, 265, 47, 41, 10, 15
2021/11/1, 216, 189, 47, 39, 8, 14
2021/11/2, 200, 248, 54, 39, 9, 17
2021/11/3, 230, 442, 32, 17, 8, 18
2021/11/4, 459, 447, 24, 21, 10, 19
2021/11/5, 493, 322, 39, 23, 10, 16
2021/11/6, 401, 301, 39, 27, 9, 15
2021/11/7, 330, 297, 50, 32, 11, 16
2021/11/8, 325, 316, 53, 29, 11, 15
2021/11/9, 334, 330, 62, 35, 12, 18
2021/11/10, 299, 497, 19, 42, 14, 24
2021/11/11, 411, 538, 37, 36, 12, 23
2021/11/12, 463, 418, 40, 34, 12, 19
2021/11/13, 369, 213, 63, 27, 11, 11
2021/11/14, 254, 415, 48, 38, 17, 19
2021/11/15, 325, 328, 55, 28, 11, 16
2021/11/16, 334, 296, 53, 31, 13, 17
2021/11/17, 297, 323, 66, 37, 16, 20
2021/11/18, 333, 308, 57, 34, 16, 17
2021/11/19, 323, 263, 55, 30, 15, 16
2021/11/20, 302, 200, 54, 25, 13, 13
2021/11/21, 291, 192, 53, 18, 11, 10
2021/11/22, 209, 290, 57, 28, 13, 19
2021/11/23, 242, 360, 66, 47, 15, 23
2021/11/24, 325, 354, 68, 46, 13, 22
2021/11/25, 337, 385, 68, 38, 14, 24
2021/11/26, 365, 353, 54, 41, 13, 27
2021/11/27, 346, 338, 58, 34, 11, 20
2021/11/28, 378, 257, 49, 25, 12, 17
2021/11/29, 302, 215, 47, 26, 11, 15
2021/11/30, 264, 270, 29, 28, 11, 16
2021/12/1, 328, 274, 19, 23, 10, 16
2021/12/2, 377, 179, 30, 22, 10, 16
2021/12/3, 276, 219, 35, 27, 11, 17
2021/12/4, 266, 206, 52, 35, 14, 25
2021/12/5, 280, 123, 31, 19, 9, 11
2021/12/6, 204, 140, 33, 20, 7, 12
2021/12/7, 201, 185, 36, 24, 8, 13
2021/12/8, 221, 192, 37, 26, 8, 13
2021/12/9, 241, 182, 38, 25, 9, 12
2021/12/10, 236, 148, 43, 24, 8, 10
2021/12/11, 204, 213, 45, 28, 9, 6
2021/12/12, 237, 525, 24, 31, 15, 24
2021/12/13, 461, 311, 34, 36, 13, 21
2021/12/14, 360, 231, 39, 25, 9, 15
2021/12/15, 313, 215, 32, 22, 8, 14
2021/12/16, 328, 149, 42, 14, 7, 10
2021/12/17, 252, 162, 40, 17, 5, 11
2021/12/18, 216, 157, 44, 20, 7, 11
2021/12/19, 230, 251, 56, 26, 10, 18
2021/12/20, 284, 365, 30, 35, 13, 20
2021/12/21, 395, 503, 11, 35, 11, 28
2021/12/22, 435, 594, 16, 53, 14, 37
2021/12/23, 488, 351, 31, 46, 8, 24
2021/12/24, 378, 557, 41, 44, 10, 35
2021/12/25, 506, 450, 18, 34, 9, 25
2021/12/26, 496, 103, 24, 21, 5, 12
2021/12/27, 194, 149, 7, 30, 5, 15
2021/12/28, 243, 137, 19, 20, 6, 14
2021/12/29, 235, 228, 26, 23, 8, 15
2021/12/30, 292, 257, 28, 25, 6, 15
2021/12/31, 274, 313, 28, 27, 6, 21
2022/1/1, 330, 315, 33, 25, 6, 18
2022/1/2, 358, 301, 32, 29, 6, 18
2021/7/1, 122, 233, 4, 9, 4, 5
2021/7/2, 125, 85, 4, 8, 4, 5
2021/7/3, 81, 120, 2, 10, 7, 7
2021/7/4, 128, 133, 1, 11, 7, 5
2021/7/5, 125, 136, , 11, 7, 5
2021/7/6, 121, 181, 3, 12, 6, 5
2021/7/7, 129, 175, 3, 10, 7, 4
2021/7/8, 124, 87, 12, 11, 7, 6
2021/7/9, 108, 70, 14, 9, 8, 6
2021/7/10, 92, 74, 12, 8, 8, 6
2021/7/11, 107, 65, 11, 7, 9, 5
2021/7/12, 91, 49, 11, 9, 8, 7
2021/7/13, 72, 49, 12, 7, 7, 7
2021/7/14, 97, 64, 15, 7, 6, 6
2021/7/15, 104, 84, 27, 11, 8, 6
2021/7/16, 120, 95, 6, 11, 8, 5
2021/7/17, 128, 69, 7, 10, 8, 5
2021/7/18, 92, 19, 7, 6, 11, 5
2021/7/19, 46, 55, 11, 8, 11, 7
2021/7/20, 102, 68, 8, 8, 9, 9
2021/7/21, 99, 59, 6, 10, 8, 5
2021/7/22, 79, 69, 8, 8, 9, 7
2021/7/23, 90, 100, 17, 21, 9, 8
2021/7/24, 122, 86, 34, 14, 7, 7
2021/7/25, 101, 84, 7, 11, 7, 7
2021/7/26, 127, 58, 10, 5, 8, 6
2021/7/27, 103, 32, 19, 14, 9, 4
2021/7/28, 52, 52, 14, 20, 8, 4
2021/7/29, 72, 56, 19, 24, 8, 4
2021/7/30, 105, 60, 19, 34, 8, 4
2021/7/31, 76, 46, 8, 19, 9, 4
2021/8/1, 69, 64, 8, 17, 10, 6
2021/8/2, 109, 70, 8, 43, 10, 4
2021/8/3, 88, 79, 9, 32, 10, 4
2021/8/4, 86, 101, 23, 19, 10, 4
2021/8/5, 112, 98, 13, 17, 10, 4
2021/8/6, 125, 99, 15, 22, 11, 5
2021/8/7, 120, 60, 14, 9, 10, 6
2021/8/8, 117, 76, 16, 14, 11, 7
2021/8/9, 157, 106, 7, 31, 10, 3
2021/8/10, 98, 121, 14, 15, 10, 3
2021/8/11, 91, 113, 19, 14, 10, 3
2021/8/12, 84, 108, 11, 14, 10, 3
2021/8/13, 86, 113, 8, 13, 10, 3
2021/8/14, 83, 96, 10, 10, 10, 2
2021/8/15, 83, 124, 7, 14, 11, 3
2021/8/16, 102, 167, 12, 15, 10, 4
2021/8/17, 140, 155, 14, 18, 10, 4
2021/8/18, 151, 151, 12, 22, 10, 5
2021/8/19, 160, 82, 9, 15, 11, 4
2021/8/20, 101, 29, 11, 8, 12, 5
2021/8/21, 68, 51, 10, 18, 11, 4
2021/8/22, 93, 68, 12, 17, 10, 4
2021/8/23, 102, 91, 12, 16, 10, 4
2021/8/24, 124, 110, 7, 14, 10, 3
2021/8/25, 96, 118, 9, 12, 11, 3
2021/8/26, 83, 129, 10, 11, 11, 3
2021/8/27, 101, 111, 14, 15, 11, 4
2021/8/28, 113, 88, 24, 13, 11, 4
2021/8/29, 126, 42, 7, 8, 12, 3
2021/8/30, 69, 32, 8, 7, 13, 4
2021/8/31, 63, 24, 9, 6, 13, 4
2021/9/1, 54, 48, 8, 11, 15, 6
2021/9/2, 91, 45, 9, 20, 13, 4
2021/9/3, 73, 54, 20, 14, 14, 6
2021/9/4, 88, 59, 11, 11, 12, 5
2021/9/5, 99, 90, 24, 25, 15, 8
2021/9/6, 128, 69, 13, 12, 12, 4
2021/9/7, 115, 54, 11, 13, 13, 4
2021/9/8, 72, 61, 13, 13, 12, 4
2021/9/9, 84, 57, 10, 13, 13, 4
2021/9/10, 93, 29, 11, 12, 15, 4
2021/9/11, 65, 36, 30, 9, 13, 4
2021/9/12, 80, 47, 17, 7, 13, 5
2021/9/13, 98, 51, 11, 15, 13, 4
2021/9/14, 81, 57, 12, 16, 13, 4
2021/9/15, 68, 54, 10, 15, 14, 5
2021/9/16, 79, 41, 14, 10, 14, 3
2021/9/17, 68, 60, 14, 12, 14, 5
2021/9/18, 95, 68, 24, 14, 14, 4
2021/9/19, 94, 72, 11, 16, 13, 4
2021/9/20, 91, 65, 10, 16, 14, 5
2021/9/21, 89, 51, 10, 16, 15, 4
2021/9/22, 81, 47, 9, 11, 13, 3
2021/9/23, 70, 54, 11, 13, 14, 5
2021/9/24, 84, 53, 11, 11, 14, 3
2021/9/25, 97, 60, 21, 15, 14, 4
2021/9/26, 112, 81, 15, 14, 13, 6
2021/9/27, 142, 81, 23, 14, 11, 7
2021/9/28, 118, 71, 12, 14, 10, 6
2021/9/29, 85, 88, 19, 16, 10, 6
2021/9/30, 99, 134, 16, 18, 10, 8
2021/4/1, 137, 184, 26, 14, 22, 5
2021/4/2, 151, 177, 41, 16, 19, 6
2021/4/3, 167, 186, 39, 16, 22, 6
2021/4/4, 183, 199, 58, 25, 15, 10
2021/4/5, 168, 270, 83, 23, 13, 12
2021/4/6, 205, 188, 40, 11, 12, 5
2021/4/7, 150, 176, 35, 14, 14, 5
2021/4/8, 183, 193, 34, 16, 19, 6
2021/4/9, 172, 223, 40, 18, 21, 7
2021/4/10, 181, 236, 39, 17, 24, 7
2021/4/11, 202, 265, 42, 20, 24, 7
2021/4/12, 214, 317, 36, 19, 21, 7
2021/4/13, 195, 220, 32, 17, 20, 6
2021/4/14, 176, 268, 25, 18, 26, 7
2021/4/15, 184, 309, 4, 18, 17, 6
2021/4/16, 157, 95, 10, 10, 8, 5
2021/4/17, 122, 148, 28, 12, 11, 6
2021/4/18, 169, 271, 23, 16, 15, 6
2021/4/19, 160, 167, 36, 12, 14, 6
2021/4/20, 142, 95, 21, 7, 9, 5
2021/4/21, 135, 106, 41, 9, 8, 5
2021/4/22, 139, 79, 22, 8, 7, 5
2021/4/23, 99, 136, 33, 8, 12, 5
2021/4/24, 164, 171, 37, 11, 14, 7
2021/4/25, 176, 277, 49, 17, 19, 13
2021/4/26, 270, 277, 49, 17, 20, 11
2021/4/27, 273, 211, 37, 19, 24, 13
2021/4/28, 293, 323, 40, 16, 18, 10
2021/4/29, 274, 375, 56, 15, 13, 9
2021/4/30, 247, 156, 93, 11, 9, 6
2021/5/1, 160, 189, 42, 12, 9, 6
2021/5/2, 159, 279, 25, 9, 17, 6
2021/5/3, 179, 142, 26, 10, 13, 6
2021/5/4, 149, 120, 48, 8, 9, 6
2021/5/5, 152, 89, 24, 7, 7, 6
2021/5/6, 127, 92, 19, 8, 5, 7
2021/5/7, 157, 113, 36, 10, 7, 7
2021/5/8, 158, 87, 42, 7, 7, 5
2021/5/9, 127, 90, 46, 10, 5, 8
2021/5/10, 132, 92, 36, 7, 6, 6
2021/5/11, 120, 126, 31, 8, 6, 5
2021/5/12, 111, 66, 19, 7, 6, 7
2021/5/13, 89, 80, 30, 8, 4, 7
2021/5/14, 116, 147, 28, 9, 5, 5
2021/5/15, 107, 115, 53, 11, 6, 8
2021/5/16, 146, 182, 41, 15, 8, 8
2021/5/17, 198, 60, 10, 8, 4, 4
2021/5/18, 73, 40, 8, 6, 5, 5
2021/5/19, 91, 46, 10, 7, 4, 6
2021/5/20, 89, 57, 5, 9, 6, 7
2021/5/21, 105, 62, 9, 8, 8, 5
2021/5/22, 104, 289, 3, 15, 10, 3
2021/5/23, 202, 112, 28, 5, 4, 5
2021/5/24, 105, 112, 47, 7, 4, 4
2021/5/25, 124, 167, 58, 11, 5, 5
2021/5/26, 154, 153, 40, 12, 4, 5
2021/5/27, 143, 89, 16, 6, 4, 6
2021/5/28, 97, 80, 12, 3, 5, 5
2021/5/29, 51, 85, 20, 4, 5, 4
2021/5/30, 64, 108, 26, 10, 4, 6
2021/5/31, 103, 204, 26, 6, 6, 6
2021/6/1, 102, 102, 22, 7, 7, 5
2021/6/2, 118, 119, 51, 7, 8, 6
2021/6/3, 155, 125, 48, 8, 7, 6
2021/6/4, 155, 89, 40, 9, 6, 5
2021/6/5, 115, 115, 28, 8, 5, 6
2021/6/6, 117, 164, 29, 11, 4, 8
2021/6/7, 147, 481, 6, 9, 3, 5
2021/6/8, 167, 306, 13, 6, 6, 6
2021/6/9, 137, 153, 14, 6, 7, 6
2021/6/10, 130, 111, 15, 8, 7, 5
2021/6/11, 97, 111, 6, 5, 7, 5
2021/6/12, 100, 78, 8, 5, 7, 6
2021/6/13, 100, 92, 7, 5, 5, 5
